ASSESSMENT,RECORD_ID,STREAM_LAK,STREAM_NAM,LAKE_NAME,BEACH_NAME,LLID_STREA,LLID_STR_1,LLID_LAKE,EPA_BEACH_,SEGMENT_ID,HUC_4TH_CO,HUC_4TH_NA,HUC_3RD_NA,MILES,RM1,RM2,SEGMENT_MI,POLLUTANT,POLLUTANT_,SEASON,SEASON_ID,ASSESSME_1,ASSESSME_2,ACTION,ACTION_ID,NUMERIC_CR,AFFECTED_U,LISTING_ST,STATUS_ID,PREVIOUS_S,PREVIOUS_A,LISTING_YE,TMDL_INFO,CRITERIA,Shape_Leng,PlanName
"28,755.00","24,850.00",South Fork Pudding River,South Fork Pudding River, , ,"1,228,100,449,100.00","1,228,100,449,100.00",0, ,"31,563.00",17090009,Molalla-Pudding,Willamette,0 to 6,0,6,6,E. Coli,2,FallWinterSpring,2,"2,012.00",4/1/2013 0:00,"New Cat 4A: Water quality limited, TMDL approved",14,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14, , , ,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"31,655.41",Molalla-Pudding French Prairie North Santiam
"24,570.00","21,926.00",West Fork Little Pudding River,West Fork Little Pudding River, , ,"1,229,328,449,940.00","1,229,328,449,940.00",0, ,"12,225.00",17090009,Molalla-Pudding,Willamette,0 to 5.1,0,5.1,5.1,Dissolved Oxygen,6,Year Round (Non-spawning),71,"2,004.00",4/4/2006 0:00,No action,21,8,Cool-water aquatic life,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Added to database,Previous Assessment Year: 2004, ,Cool water: Not less than 6.5 mg/l,"26,547.40",Molalla-Pudding French Prairie North Santiam
"25,851.00","5,974.00",Zollner Creek,Zollner Creek, , ,"1,228,266,451,050.00","1,228,266,451,050.00",0, ,"1,640.00",17090009,Molalla-Pudding,Willamette,0 to 7.8,0,7.8,7.8,Temperature,12,Summer,1,"2,010.00",10/29/2010 0:00,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Rearing: 17.8 C,"40,078.46",Molalla-Pudding French Prairie North Santiam
"25,850.00","5,973.00",Silver Creek,Silver Creek, , ,"1,228,414,450,000.00","1,228,414,450,000.00",0, ,"1,655.00",17090009,Molalla-Pudding,Willamette,0 to 5.9,0,5.9,5.9,Temperature,12,Summer,1,"2,010.00",10/29/2010 0:00,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Rearing: 17.8 C,"30,909.59",Molalla-Pudding French Prairie North Santiam
"28,794.00","24,892.00",Little Pudding River,Little Pudding River, , ,"1,228,537,450,740.00","1,228,537,450,740.00",0, ,"1,662.00",17090009,Molalla-Pudding,Willamette,0 to 19.1,0,19.1,19.1,"DDE 4,4","2,190.00",Year Round,3,"2,012.00",4/1/2013 0:00,"New Cat 4A: Water quality limited, TMDL approved",14,46,Human health,"Cat 4A: Water quality limited, TMDL approved",14, , , ,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Table 40 Human Health Criteria for Toxic Pollutants,"97,085.66",Molalla-Pudding French Prairie North Santiam
"29,302.00","7,589.00",Zollner Creek,Zollner Creek, , ,"1,228,266,451,050.00","1,228,266,451,050.00",0, ,"1,640.00",17090009,Molalla-Pudding,Willamette,0 to 7.8,0,7.8,7.8,Dieldrin,"2,227.00",Year Round,3,"2,012.00",6/25/2013 0:00,No status change,13,46,Human health; Aquatic life,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Table 40 Human Health Criteria for Toxic Pollutants,"40,078.46",Molalla-Pudding French Prairie North Santiam
"28,758.00","24,853.00",Bochsler Creek,Bochsler Creek, , ,"1,227,943,450,940.00","1,227,943,450,940.00",0, ,"31,562.00",17090009,Molalla-Pudding,Willamette,0 to 4.6,0,4.6,4.6,Nitrates,"2,266.00",Year Round,3,"2,012.00",4/1/2013 0:00,"New Cat 4A: Water quality limited, TMDL approved",14,46,Human health,"Cat 4A: Water quality limited, TMDL approved",14, , , ,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Table 40 Human Health Criteria for Toxic Pollutants,"24,224.75",Molalla-Pudding French Prairie North Santiam
"28,766.00","24,857.00",Mill Creek,Mill Creek, , ,"1,227,520,452,420.00","1,227,520,452,420.00",0, ,"1,575.00",17090009,Molalla-Pudding,Willamette,0 to 12.5,0,12.5,12.5,E. Coli,2,FallWinterSpring,2,"2,012.00",4/1/2013 0:00,"New Cat 4A: Water quality limited, TMDL approved",14,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14, , , ,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"63,643.57",Molalla-Pudding French Prairie North Santiam
"28,745.00","24,842.00",Butte Creek,Butte Creek, , ,"1,227,735,451,610.00","1,227,735,451,610.00",0, ,"11,872.00",17090009,Molalla-Pudding,Willamette,0 to 11.9,0,11.9,11.9,E. Coli,2,FallWinterSpring,2,"2,012.00",4/1/2013 0:00,"New Cat 4A: Water quality limited, TMDL approved",14,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14, , , ,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/willamette.htm#mp"">Molalla-Pudding Subbasin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"59,131.18",Molalla-Pudding French Prairie North Santiam
"28,277.00","24,565.00",Clark Creek,Clark Creek, , ,"1,230,332,449,270.00","1,230,332,449,270.00",0, ,"1,779.00",17090007,Middle Willamette,Willamette,0 to 1.9,0,1.9,1.9,Dieldrin,"2,227.00",Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,46,Human Health; Aquatic Life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Table 40 Human Health Criteria for Toxic Pollutants,"9,932.75",Molalla-Pudding French Prairie North Santiam
"28,746.00","24,843.00",Butte Creek,Butte Creek, , ,"1,227,735,451,610.00","1,227,735,451,610.00",0, ,"9,370.00",17090009,Molalla-Pudding,Willamette,0 to 35.6,0,35.6,35.6,E. Coli,2,Summer,1,"2,012.00",4/1/2013 0:00,"New Cat 4A: Water quality limited, TMDL approved",14,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14, , , ,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/willamette.htm#mp"">Molalla-Pudding Subbasin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"183,262.10",Molalla-Pudding French Prairie North Santiam
"11,013.00","6,345.00",Molalla River,Molalla River, , ,"1,227,171,452,980.00","1,227,171,452,980.00",0, ,"1,556.00",17090009,Molalla-Pudding,Willamette,0 to 25,0,25,25,Flow Modification,8,Undefined,72,"2,002.00",8/1/2002 0:00,No action,21,4,Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing,"Cat 4C: Water quality limited, not a pollutant",16,Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002, ,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,"131,069.77",Molalla-Pudding French Prairie North Santiam
"28,127.00","23,375.00",Breitenbush River,Breitenbush River, , ,"1,221,580,447,270.00","1,221,580,447,270.00",0, ,"1,303.00",17090005,North Santiam,Willamette,0 to 12.2,0,12.2,12.2,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"64,091.80",Molalla-Pudding French Prairie North Santiam
"28,265.00","24,063.00",Clagget Creek,Clagget Creek, , ,"1,230,061,449,750.00","1,230,061,449,750.00",0, ,"31,200.00",17090007,Middle Willamette,Willamette,0 to 3.9,0,3.9,3.9,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"19,920.88",Molalla-Pudding French Prairie North Santiam
"28,275.00","23,567.00",Claggett Creek,Claggett Creek, , ,"1,230,310,450,290.00","1,230,310,450,290.00",0, ,"2,852.00",17090007,Middle Willamette,Willamette,0 to 5.2,0,5.2,5.2,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"27,446.47",Molalla-Pudding French Prairie North Santiam
"28,226.00","23,752.00",Beaver Creek,Beaver Creek, , ,"1,228,447,449,710.00","1,228,447,449,710.00",0, ,"9,432.00",17090009,Molalla-Pudding,Willamette,0 to 6.1,0,6.1,6.1,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"31,751.17",Molalla-Pudding French Prairie North Santiam
"30,535.00","25,470.00",Santiam River,Santiam River, , ,"1,231,425,447,500.00","1,231,425,447,500.00",0, ,"11,894.00",17090005,North Santiam,Willamette,0 to 26.2,0,26.2,26.2,Mercury,"2,260.00",Year Round,3,"2,012.00",6/25/2013 0:00,Added to database,7,46,Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17, , , , ,Table 40 Human Health Criteria for Toxic Pollutants,"63,578.64",Molalla-Pudding French Prairie North Santiam
"28,231.00","24,540.00",Little Pudding River,Little Pudding River, , ,"1,228,537,450,740.00","1,228,537,450,740.00",0, ,"1,662.00",17090009,Molalla-Pudding,Willamette,0 to 19.1,0,19.1,19.1,Chlorpyrifos,"2,183.00",Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,24,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Table 20 Toxic Substances,"97,085.66",Molalla-Pudding French Prairie North Santiam
"28,145.00","24,495.00",Table Rock Fork Molalla River,Table Rock Fork Molalla River, , ,"1,224,152,449,580.00","1,224,152,449,580.00",0, ,"1,404.00",17090009,Molalla-Pudding,Willamette,0 to 12,0,12,12,Sedimentation,11,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,5, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.","63,051.08",Molalla-Pudding French Prairie North Santiam
"28,274.00","23,765.00",Pringle Creek Trib,Pringle Creek Trib, , ,"1,230,217,449,090.00","1,230,217,449,090.00",0, ,"9,639.00",17090007,Middle Willamette,Willamette,0 to 2.8,0,2.8,2.8,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"14,589.62",Molalla-Pudding French Prairie North Santiam
"28,110.00","24,278.00",South Fork Breitenbush River,South Fork Breitenbush River, , ,"1,219,653,447,800.00","1,219,653,447,800.00",0, ,"31,421.00",17090005,North Santiam,Willamette,0 to 1.6,0,1.6,1.6,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"8,398.91",Molalla-Pudding French Prairie North Santiam
"28,209.00","24,526.00",Bochsler Creek,Bochsler Creek, , ,"1,227,943,450,940.00","1,227,943,450,940.00",0, ,"31,561.00",17090009,Molalla-Pudding,Willamette,0 to 0.6,0,0.6,0.6,Chlorpyrifos,"2,183.00",Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,24,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Table 20 Toxic Substances,"3,144.67",Molalla-Pudding French Prairie North Santiam
"28,111.00","24,484.00",South Fork Breitenbush River,South Fork Breitenbush River, , ,"1,219,653,447,800.00","1,219,653,447,800.00",0, ,"1,242.00",17090005,North Santiam,Willamette,0 to 9.4,0,9.4,9.4,Sedimentation,11,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,5, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.","49,092.93",Molalla-Pudding French Prairie North Santiam
"24,582.00","21,937.00",Shelton Ditch,Shelton Ditch, , ,"1,230,368,449,350.00","1,230,368,449,350.00",0, ,"12,226.00",17090007,Middle Willamette,Willamette,0 to 2.2,0,2.2,2.2,Dissolved Oxygen,6,October 15 - May 15,46,"2,004.00",7/29/2005 0:00,No action,21,4, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Spawning: Not less than 11.0 mg/L or 95% of saturation,"11,420.48",Molalla-Pudding French Prairie North Santiam
"28,249.00","24,059.00",Unnamed Stream,Unnamed Stream, , ,"1,229,389,449,480.00","1,229,389,449,480.00",0, ,"31,196.00",17090009,Molalla-Pudding,Willamette,0 to 3.7,0,3.7,3.7,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"18,909.62",Molalla-Pudding French Prairie North Santiam
"25,866.00","6,094.00",Silver Creek,Silver Creek, , ,"1,228,414,450,000.00","1,228,414,450,000.00",0, ,"1,655.00",17090009,Molalla-Pudding,Willamette,0 to 5.9,0,5.9,5.9,Fecal Coliform,3,Summer,1,"2,010.00",10/29/2010 0:00,No action,21,29,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml,"30,909.59",Molalla-Pudding French Prairie North Santiam
"26,107.00","13,068.00",Chehulpum Creek,Chehulpum Creek, , ,"1,230,777,447,550.00","1,230,777,447,550.00",0, ,"2,927.00",17090005,North Santiam,Willamette,0 to 7.1,0,7.1,7.1,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,34,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,"37,207.22",Molalla-Pudding French Prairie North Santiam
"26,026.00","12,955.00",Stout Creek,Stout Creek, , ,"1,226,605,447,800.00","1,226,605,447,800.00",0, ,"2,929.00",17090005,North Santiam,Willamette,0 to 8.9,0,8.9,8.9,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"46,773.47",Molalla-Pudding French Prairie North Santiam
"25,874.00","6,886.00",Zollner Creek,Zollner Creek, , ,"1,228,266,451,050.00","1,228,266,451,050.00",0, ,"1,640.00",17090009,Molalla-Pudding,Willamette,0 to 7.8,0,7.8,7.8,Fecal Coliform,3,Summer,1,"2,010.00",10/29/2010 0:00,No action,21,29,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml,"40,078.46",Molalla-Pudding French Prairie North Santiam
"26,062.00","13,004.00",Bear Branch,Bear Branch, , ,"1,228,619,447,580.00","1,228,619,447,580.00",0, ,"2,930.00",17090005,North Santiam,Willamette,0 to 9.8,0,9.8,9.8,Temperature,12,Year Round (Non-spawning),71,"2,010.00",10/29/2010 0:00,No action,21,33,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,"51,756.39",Molalla-Pudding French Prairie North Santiam
"26,315.00","16,358.00",Molalla River,Molalla River, , ,"1,227,171,452,980.00","1,227,171,452,980.00",0, ,"1,556.00",17090009,Molalla-Pudding,Willamette,0 to 25,0,25,25,E. Coli,2,FallWinterSpring,2,"2,010.00",10/29/2010 0:00,No action,21,1,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: New Cat 4A: Water quality limited, TMDL approved",Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,"131,069.77",Molalla-Pudding French Prairie North Santiam
"28,133.00","23,377.00",Blowout Creek,Blowout Creek, , ,"1,222,080,446,950.00","1,222,080,446,950.00",0, ,"1,326.00",17090005,North Santiam,Willamette,0 to 11.9,0,11.9,11.9,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"62,328.73",Molalla-Pudding French Prairie North Santiam
"25,867.00","6,095.00",Zollner Creek,Zollner Creek, , ,"1,228,266,451,050.00","1,228,266,451,050.00",0, ,"1,640.00",17090009,Molalla-Pudding,Willamette,0 to 7.8,0,7.8,7.8,Fecal Coliform,3,FallWinterSpring,2,"2,010.00",10/29/2010 0:00,No action,21,29,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>",Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml,"40,078.46",Molalla-Pudding French Prairie North Santiam
"28,200.00","24,286.00",Butte Creek,Butte Creek, , ,"1,227,735,451,610.00","1,227,735,451,610.00",0, ,"31,429.00",17090009,Molalla-Pudding,Willamette,0 to 19,0,19,19,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"96,267.11",Molalla-Pudding French Prairie North Santiam
"28,167.00","23,722.00",Teasel Creek,Teasel Creek, , ,"1,225,902,451,100.00","1,225,902,451,100.00",0, ,"9,113.00",17090009,Molalla-Pudding,Willamette,0 to 6.3,0,6.3,6.3,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"32,850.02",Molalla-Pudding French Prairie North Santiam
"28,283.00","24,066.00",Croisan Creek,Croisan Creek, , ,"1,230,550,449,260.00","1,230,550,449,260.00",0, ,"1,799.00",17090007,Middle Willamette,Willamette,0 to 6.5,0,6.5,6.5,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"33,859.52",Molalla-Pudding French Prairie North Santiam
"25,893.00","7,269.00",Pringle Creek,Pringle Creek, , ,"1,230,450,449,390.00","1,230,450,449,390.00",0, ,"1,789.00",17090007,Middle Willamette,Willamette,0 to 6.2,0,6.2,6.2,Temperature,12,Summer,1,"2,010.00",10/29/2010 0:00,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",Rearing: 17.8 C,"32,254.76",Molalla-Pudding French Prairie North Santiam
"28,276.00","23,427.00",Clark Creek,Clark Creek, , ,"1,230,332,449,270.00","1,230,332,449,270.00",0, ,"1,779.00",17090007,Middle Willamette,Willamette,0 to 1.9,0,1.9,1.9,Biological Criteria,4,Year Round,3,"2,010.00",1/29/2013 0:00,No action,21,3,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,"9,932.75",Molalla-Pudding French Prairie North Santiam
"24,569.00","21,925.00",West Fork Little Pudding River,West Fork Little Pudding River, , ,"1,229,328,449,940.00","1,229,328,449,940.00",0, ,"12,225.00",17090009,Molalla-Pudding,Willamette,0 to 5.1,0,5.1,5.1,Dissolved Oxygen,6,January 1 - May 15,41,"2,004.00",7/29/2005 0:00,No action,21,4,Resident trout spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Spawning: Not less than 11.0 mg/L or 95% of saturation,"26,547.40",Molalla-Pudding French Prairie North Santiam
