ASSESSMENT,RECORD_ID,STREAM_LAK,STREAM_NAM,LAKE_NAME,BEACH_NAME,LLID_STREA,LLID_STR_1,LLID_LAKE,EPA_BEACH_,SEGMENT_ID,HUC_4TH_CO,HUC_4TH_NA,HUC_3RD_NA,MILES,RM1,RM2,SEGMENT_MI,POLLUTANT,POLLUTANT_,SEASON,SEASON_ID,ASSESSME_1,ASSESSME_2,ACTION,ACTION_ID,NUMERIC_CR,AFFECTED_U,LISTING_ST,STATUS_ID,PREVIOUS_S,PREVIOUS_A,LISTING_YE,TMDL_INFO,CRITERIA,COMMENTS,SUMMARY,Shape_Leng,PlanName
15844,13219,Deadwood Creek,Deadwood Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10502,17100206,Siuslaw,Northern Oregon Coastal,16.2 to 20.9,16.2,20.9,4.7,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Siuslaw] LASAR 28024 River Mile 16.4: From 7/24/1999 to 10/14/1999, 38 days with 7-day-average maximum > 16 degrees Celsius.",24335.28308,Mid Coast
15894,13269,McLeod Creek,McLeod Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2414,17100206,Siuslaw,Northern Oregon Coastal,0 to 7.4,0,7.4,7.4,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Siuslaw] LASAR 28021 River Mile 2.6: From 8/2/1999 to 9/15/2000, 7 days with 7-day-average maximum > 18 degrees Celsius.",37996.40159,Mid Coast
15873,13248,Knowles Creek,Knowles Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10676,17100206,Siuslaw,Northern Oregon Coastal,0 to 5.7,0,5.7,5.7,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Siuslaw] LASAR 28015 River Mile 3.9: From 6/18/1999 to 9/30/2000, 62 days with 7-day-average maximum > 18 degrees Celsius.",29692.49671,Mid Coast
15836,13211,Little Lobster Creek,Little Lobster Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2215,17100205,Alsea,Northern Oregon Coastal,0 to 6.6,0,6.6,6.6,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [Weyerhauser] LASAR 29458 River Mile 5.1: From 6/19/2000 to 9/30/2001, 7 days with 7-day-average maximum > 16 degrees Celsius.",34465.22334,Mid Coast
15904,13279,Drift Creek,Drift Creek,NA,NA,1.24E+12,1.24E+12,0,NA,11747,17100205,Alsea,Northern Oregon Coastal,5.3 to 29.6,5.3,29.6,24.3,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Siuslaw] LASAR 28026 River Mile 22: From 6/28/1999 to 9/14/1999, 52 days with 7-day-average maximum > 16 degrees Celsius.",126881.8172,Mid Coast
16159,13534,Drift Creek,Drift Creek,NA,NA,1.24E+12,1.24E+12,0,NA,11746,17100205,Alsea,Northern Oregon Coastal,8.6 to 22.4,8.6,22.4,13.8,Temperature,12,September 15 - June 15,50,2004,4/14/2005,No action,21,31,Salmon and steelhead spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Siuslaw] LASAR 28026 River Mile 22: From 9/15/1999 to 10/28/1999, 9 days with 7-day-average maximum > 13 degrees Celsius.",72025.53316,Mid Coast
15896,13271,Keller Creek,Keller Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2779,17100205,Alsea,Northern Oregon Coastal,0 to 2.6,0,2.6,2.6,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Siuslaw] LASAR 28068 River Mile 0.4: From 7/22/1999 to 10/5/1999, 18 days with 7-day-average maximum > 18 degrees Celsius.",13652.13048,Mid Coast
15892,13267,School Fork,School Fork,NA,NA,1.24E+12,1.24E+12,0,NA,2398,17100205,Alsea,Northern Oregon Coastal,0 to 3.2,0,3.2,3.2,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Siuslaw] LASAR 28069 River Mile 0.1: From 8/12/1999 to 10/5/1999, 6 days with 7-day-average maximum > 18 degrees Celsius.",16757.29181,Mid Coast
15884,13259,Sweet Creek,Sweet Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10893,17100206,Siuslaw,Northern Oregon Coastal,0 to 11.6,0,11.6,11.6,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 21861 River Mile 1.6: From 6/19/1999 to 9/9/1999, 65 days with 7-day-average maximum > 18 degrees Celsius.",59715.06333,Mid Coast
16141,13516,Fall Creek,Fall Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10472,17100205,Alsea,Northern Oregon Coastal,0 to 1,0,1,1,Temperature,12,September 15 - June 15,50,2004,4/14/2005,No action,21,31,Salmon and steelhead spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [WSC Alsea] LASAR 28245 River Mile 0.3: From 9/15/2001 to 10/5/2001, 21 days with 7-day-average maximum > 13 degrees Celsius.",5097.626448,Mid Coast
11463,9338,Siletz River,Siletz River,NA,NA,1.24E+12,1.24E+12,0,NA,3161,17100204,Siletz-Yaquina,Northern Oregon Coastal,7 to 46.8,7,46.8,39.8,Temperature,12,Summer,1,2002,11/1/2002,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Segment modification,Previous Assessment Year: 2002,NA,Rearing: 17.8 C,NA,"Previous Data:  CTSI site above Cedar Creek: 7 day ave. max. stream temperature in 1997 was 70.4°F, exceeded temperature standard (64 °F)",209799.053,Mid Coast
15827,13202,South Fork Siletz River,South Fork Siletz River,NA,NA,1.24E+12,1.24E+12,0,NA,10449,17100204,Siletz-Yaquina,Northern Oregon Coastal,0 to 11.4,0,11.4,11.4,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 26818 River Mile 7.6: From 6/28/2002 to 9/16/2002, 29 days with 7-day-average maximum > 16 degrees Celsius.",59141.1411,Mid Coast
15847,13222,Cerine Creek,Cerine Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2820,17100204,Siletz-Yaquina,Northern Oregon Coastal,0 to 3.7,0,3.7,3.7,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 23927 River Mile 0.4: From 7/17/2000 to 9/16/2000, 17 days with 7-day-average maximum > 16 degrees Celsius.",19263.16577,Mid Coast
15882,13257,North Creek,North Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2362,17100204,Siletz-Yaquina,Northern Oregon Coastal,0 to 3.2,0,3.2,3.2,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 21845 River Mile 0.5: From 6/20/1999 to 10/8/1999, 14 days with 7-day-average maximum > 18 degrees Celsius.",16486.37172,Mid Coast
15865,13240,East Fork Green River,East Fork Green River,NA,NA,1.24E+12,1.24E+12,0,NA,10607,17100205,Alsea,Northern Oregon Coastal,0 to 2,0,2,2,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [WSC Alsea] LASAR 28032 River Mile 0.1: From 6/29/2001 to 9/20/2001, 72 days with 7-day-average maximum > 16 degrees Celsius.",10358.48567,Mid Coast
15881,13256,Beaver Creek,Beaver Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10801,17100206,Siuslaw,Northern Oregon Coastal,0 to 4.4,0,4.4,4.4,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 25298 River Mile 0.4: From 6/29/2001 to 8/10/2001, 11 days with 7-day-average maximum > 18 degrees Celsius.",22661.09233,Mid Coast
15806,13181,South Fork Alsea River,South Fork Alsea River,NA,NA,1.24E+12,1.24E+12,0,NA,2134,17100205,Alsea,Northern Oregon Coastal,0 to 17.2,0,17.2,17.2,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 23822 River Mile 5.4: From 6/17/2000 to 9/14/2000, 49 days with 7-day-average maximum > 16 degrees Celsius.",89751.1354,Mid Coast
15906,13281,Condon Creek,Condon Creek,NA,NA,1.24E+12,1.24E+12,0,NA,11158,17100206,Siuslaw,Northern Oregon Coastal,3.6 to 7.8,3.6,7.8,4.2,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 23823 River Mile 4.8: From 7/31/2000 to 9/15/2000, 9 days with 7-day-average maximum > 16 degrees Celsius.",22114.67692,Mid Coast
15775,13150,Peak Creek,Peak Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10279,17100205,Alsea,Northern Oregon Coastal,0 to 7,0,7,7,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 11853 River Mile 2.8: From 8/21/1999 to 10/7/1999, 8 days with 7-day-average maximum > 16 degrees Celsius.",36831.59383,Mid Coast
15886,13261,West Olalla Creek,West Olalla Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10944,17100204,Siletz-Yaquina,Northern Oregon Coastal,0 to 3.7,0,3.7,3.7,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 25379 River Mile 0.6: From 7/1/2001 to 9/22/2001, 60 days with 7-day-average maximum > 16 degrees Celsius.",18981.61443,Mid Coast
15848,13223,Indian Creek,Indian Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2261,17100206,Siuslaw,Northern Oregon Coastal,0 to 22,0,22,22,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 26822 River Mile 2.4: From 7/6/2002 to 9/28/2002, 60 days with 7-day-average maximum > 18 degrees Celsius.",114328.3234,Mid Coast
15877,13252,Flynn Creek,Flynn Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10696,17100205,Alsea,Northern Oregon Coastal,0 to 2.5,0,2.5,2.5,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,33,Core cold water habitat,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 21842 River Mile 1.5: From 6/20/1999 to 8/26/1999, 3 days with 7-day-average maximum > 16 degrees Celsius.",13003.89962,Mid Coast
2888,2951,Preacher Creek,Preacher Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2209,17100205,Alsea,Northern Oregon Coastal,0 to 2.1,0,2.1,2.1,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (Site at Mouth): 7 day average of daily maximums of 21.3°C, exceeded temperature standard (17.8°C)",11003.83237,Mid Coast
2875,2937,Depew Creek,Depew Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2421,17100205,Alsea,Northern Oregon Coastal,0 to 1.5,0,1.5,1.5,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS site at mouth: 7 day average of daily maximums of 66.7°F, exceeded the temperature standard (64) in 1995.",7730.732385,Mid Coast
2885,2948,Camp Creek,Camp Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2242,17100205,Alsea,Northern Oregon Coastal,0 to 2.7,0,2.7,2.7,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (Site at Mouth): 7 day average of daily maximums of 20.0°C, exceeded temperature standard (17.8°C)",14175.11246,Mid Coast
2881,2944,Cascade Creek,Cascade Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2302,17100205,Alsea,Northern Oregon Coastal,0 to 1.3,0,1.3,1.3,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  USFS Data (Site at Mouth): 7 day average of daily maximums of 20.5°C exceeded temperature standard (17.8°C),6795.038694,Mid Coast
2884,2947,Phillips Creek,Phillips Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2256,17100205,Alsea,Northern Oregon Coastal,0 to 2.1,0,2.1,2.1,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (Site at Mouth): 7 day average of daily maximums of 19.8°C, exceeded temperature standard (17.8°C)",11038.2583,Mid Coast
2890,2953,South Fork Lobster Creek,South Fork Lobster Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2168,17100205,Alsea,Northern Oregon Coastal,0 to 4.3,0,4.3,4.3,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS Data (Site at Mouth): 7 day average of daily maximums of 18.2°C, exceeded temperature standard (17.8°C)",22550.4967,Mid Coast
2765,2824,Clear Creek/Clear Lake,Clear Creek,Clear Lake,NA,0,1.24E+12,1.24E+12,NA,2499,17100206,Siuslaw,Northern Oregon Coastal,0 to 1,0,1,1,Phosphorus,12708,Year Round,3,1998,12/1/1998,No action,21,3,Aesthetics,"Cat 4A: Water quality limited, TMDL approved",14,Previous Status: TMDL approved,Previous Action: Added to database,Previous Assessment Year: 1998,NA,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,NA,"Previous Data:  TMDL has been established for phosphorus, approved (12/8/92) and is being implemented.",5279.233075,Mid Coast
2880,2943,Failor Creek,Failor Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2237,17100206,Siuslaw,Northern Oregon Coastal,0 to 4,0,4,4,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  USFS site: 7 day ave. max temperature was 67.0°F in 1995;  exceeded temperature standard of (64°F),21017.682,Mid Coast
8365,2754,Salmon River,Salmon River,NA,NA,1.24E+12,1.24E+12,0,NA,2436,17100204,Siletz-Yaquina,Northern Oregon Coastal,0 to 23.1,0,23.1,23.1,Dissolved Oxygen,6,September 15 - May 31,31,2002,8/1/2002,No action,21,4,Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2002,NA,Spawning: Not less than 11.0 mg/L or 95% of saturation,NA,Previous Data:  LASAR 11241 RM 4.2: 13% of samples,120374.8398,Mid Coast
8368,2764,Siuslaw River,Siuslaw River,NA,NA,1.24E+12,1.24E+12,0,NA,2542,17100206,Siuslaw,Northern Oregon Coastal,5.7 to 105.9,5.7,105.9,100.2,Dissolved Oxygen,6,June 1 - September 14,38,2002,8/1/2002,No action,21,7,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Status modification - Added to 303(d) list,Previous Assessment Year: 2002,NA,Cold water: Not less than 8.0 mg/l or 90% of saturation,NA,Previous Data:  LASAR 10392 RM 20.0: 18% of samples,524307.5887,Mid Coast
8364,2908,Siuslaw River,Siuslaw River,NA,NA,1.24E+12,1.24E+12,0,NA,2542,17100206,Siuslaw,Northern Oregon Coastal,5.7 to 105.9,5.7,105.9,100.2,Dissolved Oxygen,6,September 15 - May 31,31,2002,8/1/2002,No action,21,4,Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 2002,NA,Spawning: Not less than 11.0 mg/L or 95% of saturation,NA,Previous Data:  LASAR 10392 RM 20.0: 29% of samples <,524307.5887,Mid Coast
2665,2718,Elk Creek,Elk Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2329,17100204,Siletz-Yaquina,Northern Oregon Coastal,0 to 29.5,0,29.5,29.5,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  USFS and ODFW Data (Big Elk Watershed Analysis, USFS, 1995).",154740.8241,Mid Coast
22195,2744,Olalla Creek,Olalla Creek,NA,NA,1.24E+12,1.24E+12,0,NA,2382,17100204,Siletz-Yaquina,Northern Oregon Coastal,0 to 3.2,0,3.2,3.2,Fecal Coliform,3,Year Round,3,2004,4/25/2005,No action,21,2,Shellfish growing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: No status change,Previous Assessment Year: 2004,NA,Fecal coliform median of 14 organisms per 100 ml; no more than 10% > 43 organisms per 100 ml,NA,Previous Data:  TMDL Approved: 5/13/2002,16488.12518,Mid Coast
15352,12727,Deschutes River,Deschutes River,NA,NA,1.21E+12,1.21E+12,0,NA,8345,17070301,Upper Deschutes,Deschutes,110.8 to 223.3,110.8,223.3,112.5,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [DEQ] LASAR 26655 River Mile 221.7: From 4/20/2001 to 10/20/2001, 0 days with 7-day-average maximum > 18 degrees Celsius.
[WSC Deschutes, Upper] LASAR 31151 River Mile 148.6: From 5/27/2002 to 10/6/2002, 72 days with 7-day-average maximu",591778.7194,Middle Deschutes
17495,435,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,1139,17070305,Lower Crooked,Deschutes,0 to 51,0,51,51,pH,10,Summer,1,2004,1/30/2006,No action,21,16,Resident fish and aquatic life; Anadromous fish passage; Salmonid fish rearing; Water contact recreation; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,NA,pH 6.5 to 8.5,NA,"Previous Data:  [DEQ] LASAR 16997 River Mile 47.3: From 7/29/1998 to 7/29/1998, 1 out of 1 samples (100%) outside pH criteria range 6.5 to 8.5.
[DEQ] LASAR 12893 River Mile 46: From 9/8/1997 to 9/22/1997, 2 out of 2 samples (100%) outside pH criteria ra",267408.0911,Middle Deschutes
28071,24464,Crooked River,Crooked River,NA,NA,1.21E+12,1.21E+12,0,NA,11830,17070304; 17070305,Upper Crooked; Lower Crooked,Deschutes,0 to 124.4,0,124.4,124.4,Dissolved Oxygen,6,Year Round (Non-spawning),71,2010,1/29/2013,No action,21,8,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,Cool water: Not less than 6.5 mg/l,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Seven exceedences of the cool water aquatic life criterion  out of 50 days of sampling between7/26/99 and 11/1/10 at LASAR station 11477, Crooked River at Conant Basin Road;  3 exceedences in five days",650690.4332,Middle Deschutes
15349,12724,Willow Creek,Willow Creek,NA,NA,1.21E+12,1.21E+12,0,NA,8333,17070306,Lower Deschutes,Deschutes,0 to 33.2,0,33.2,33.2,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,34,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [NF - Ochoco] LASAR 31190 River Mile 19.5: From 6/21/2002 to 9/28/2002, 0 days with 7-day-average maximum > 18 degrees Celsius.
[NF - Ochoco] LASAR 31191 River Mile 20.7: From 7/15/2002 to 9/28/2002, 40 days with 7-day-average maximum >",172806.6097,Middle Deschutes
